Project,Hole,From_m,To_m,Total_Pct_Vein,Vein1,Vein1_Pct,Vein1_Style,Vein1_Form,Vein1_Internal_Structure,Vein1_Pct_Sulphide,Vein1_Angle_TCA,Vein1_VG,Vein2,Vein2_Pct,Vein1_Grain_Size,Vein2_Style,Vein2_Form,Vein2_Internal_Structure,Vein2_Pct_Sulphide,Vein2_Angle_TCA,Vein2_VG,Vein3,Vein3_Pct,Vein3_Style,Vein3_Form,Vein3_Internal_Structure,Vein3_Pct_Sulphide,Vein3_Angle_TCA,Vein3_VG,Comments,Relog,Logger,Timestamp
GCL,KAD17-001,229.47,233.5,1,QC,1,IDV,FOD,MAS,0,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,"Sparse, planar,quartz-carb veins, locally folded.",0,Blackwell,2017-03-21
GCL,KAD17-001,233.5,246,1,QC,1,IDV,DEF,MAS,0,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,"Very rare, folded white quartz-carb veins",0,Blackwell,2017-03-21
GCL,KAD17-002,0,11.35,,,,,,,,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,,0,Stubley,2017-03-22
GCL,KAD17-002,11.35,18.5,3,QC,3,IDV,SH,,,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,,0,Stubley,2017-03-22
GCL,KAD17-002,18.5,36,5,QC,4,IDV,DEF,MAS,0.1,,FALSE,QZ,1,,IDV,,MAS,,,FALSE,,,,,,,,FALSE,,0,Stubley,2017-03-22
GCL,KAD17-002,36,45,2,QC,2,,DEF,MAS,0.1,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,,0,Stubley,2017-03-22
GCL,KAD17-002,45,61.37,4,QZ,3,STR,DEF,,0.25,,FALSE,QC,1,,IDV,DEF,COK,,,FALSE,,,,,,,,FALSE,,0,Stubley,2017-03-22
GCL,KAD17-002,61.37,62.22,96,QC,96,IDV,NOD,ZON,0.5,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,,0,Stubley,2017-03-22
GCL,KAD17-002,62.22,87.15,10,QC,10,IDV,DEF,COK,1,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,,0,Stubley,2017-03-22
GCL,KAD17-002,87.15,91.1,98,QC,98,IDV,NOD,ZON,0.5,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,massive vein makes up entire section,0,Stubley,2017-03-22
GCL,KAD17-002,91.1,116.12,11,QC,5,IDV,NOD,COK,1,,FALSE,QZ,6,,STR,FOL,BAD,0.1,,FALSE,,,,,,,,FALSE,"Thin grey quartz stringer/flood (overprint texture?) veins, may be associ with increase in py +- trace cpy",0,Stubley,2017-03-23
GCL,KAD17-002,116.12,122.75,20,QZ,10,IDV,NOD,ZON,0.5,,FALSE,QZ,10,,STR,,,1,,FALSE,,,,,,,,FALSE,"Common massive quartz veins subparallel TCA
	Intense proliferance of thin dark quartz ‘stringers’",0,Unknown,2017-03-23
GCL,KAD17-002,122.75,128.2,95,QZ,95,IDV,,ZON,1,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,,0,Unknown,2017-03-23
GCL,KAD17-002,128.2,160.06,1,QZ,1,IDV,,,0,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,"Bands of calcite/carb, not really veins",0,Unknown,2017-03-24
GCL,KAD17-002,160.06,176,10,QC,10,IDV,NOD,COK,0.1,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,,0,Unknown,2017-03-25
GCL,KAD17-002,176,183.12,5.5,CC,5,IDV,FOL,,3,,FALSE,PY,0.5,,STR,,,90,,FALSE,,,,,,,,FALSE,". •	Common calcite±sulphide veins. Discontinuous sulphide stringers",0,Stubley,2017-03-25
GCL,KAD17-002,183.12,211.84,5,CC,5,IDV,FOL,MAS,3,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,,0,Stubley,2017-03-25
GCL,KAD17-002,211.84,224,20,QC,20,,,,0.25,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,"Carbonate bands vuggy and disintegrated contain euhedral calcite and quartz crystals.
Not veins so much as replacement texture",0,Stubley,2017-03-25
GCL,KAD17-002,224,245.5,6.5,QZ,3,IDV,NOD,,0.1,,TRUE,QA,0.5,,IDV,,,0,,FALSE,QC,3,IDV,,,1,,FALSE,"•	Discontinuous and patchy smokey quartz veins, contain local trace Au at 225.8 m.
•	Thin dark grey wispy quartz veinlets",0,Stubley,2017-03-26
GCL,KAD17-002,245.5,256.78,2,QC,2,STR,,,0.5,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,Common quartz stringers,0,Stubley,2017-03-26
GCL,KAD17-002,256.78,257.76,0.5,QZ,0.5,IDV,,,0,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,,0,Stubley,2017-03-26
GCL,KAD17-002,257.76,265,8,QC,8,IDV,FOL,VUG,0.1,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,"Locally vuggy, banding/veins",0,Stubley,2017-03-26
GCL,KAD17-003,12,45.9,1,QC,1,IDV,NOD,MAS,0,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,"weak qtz-carb veining about 1 5cm vein per 3m run
mainly planer but weakly deformed",0,Unknown,2017-11-18
GCL,KAD17-003,45.9,63.6,1.5,QC,1,IDV,DEF,MAS,0,,FALSE,QZ,0.5,,IDV,DEF,MAS,0.01,40,FALSE,,,,,,,,FALSE,"dom qt carb veins, fol'n parallel and weak sulfides
local black smoky qtz veins, No to weak sulfides",0,Unknown,2017-11-18
GCL,KAD17-003,63.6,72.6,4,QC,3,IDV,DEF,MAS,0.01,,FALSE,QZ,1,,IDV,DEF,MAS,,,FALSE,,,,,,,,FALSE,"dom qtz carb veins  deformed and dom fol'n parallel

mod black smoky qtz veins more patchy and blobby",0,Unknown,2017-11-18
GCL,KAD17-003,72.6,76.26,0.01,QC,0.01,,,,,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,very weak veining,0,Unknown,2017-11-18
GCL,KAD17-003,76.26,79.76,0.2,QC,0.2,IDV,NOD,MAS,0.01,50,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,albite flooding with few discreate qtz-carb veins,0,Unknown,2017-11-18
GCL,KAD17-003,79.76,87.38,0.01,QC,0.01,IDV,NOD,MAS,0.01,90,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,variable ATCA from 90 to 45,0,Unknown,2017-11-18
GCL,KAD17-003,87.38,108.26,3,QC,2,IDV,DEF,MAS,0,,FALSE,QZ,1,,IDV,DEF,MAS,,,FALSE,,,,,,,,FALSE,"qtz-carb variable orientation fades in and out of teh carbonate replacment

more common black smoky qtz veins",0,Unknown,2017-11-18
GCL,KAD17-003,108.26,116,1.5,QC,1,IDV,NOD,BAD,0,42,FALSE,QZ,0.5,,IDV,DEF,,,,FALSE,,,,,,,,FALSE,"20cm wide qtz-carb vein

narrower grey qtz veins at higher angle to CA",0,Unknown,2017-11-18
GCL,KAD17-003,116,128.2,5,QC,5,IDV,DEF,MAS,0.01,80,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,VG associated with qtz carb veins and VG on or near selvages of veins,0,Unknown,2017-11-18
GCL,KAD17-003,128.2,144.4,,NA,,,,,,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,,0,Henderson,2017-11-22
GCL,KAD17-004,4.5,9,40,QC,40,SHT,DEF,MAS,,45,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,Zone contains >40% laminated quartz-carbonate veins 45 degrees to core axis (parallel to foliation).  Veins locally boudinaged. Occassional en-echelon veins x-cut rock fabric,0,Unknown,2017-11-18
GCL,KAD17-004,9,27.1,7,QC,5,STW,DEF,ZON,,,FALSE,QC,2,,STW,DEF,BAD,1,45,FALSE,,,,,,,,FALSE,"Two vein types: 1) Translucent grey-white sheared, deformed (occassionally boudinaged, sheared) quartz+-carbonate veins throughout interval.  Most veins parallel to foliation (45 degrees TCA).  2) Less common (1-5cm) translucent to milky white deformed/sh",0,Unknown,2017-11-18
GCL,KAD17-004,27.1,58.4,30,QC,30,STW,DEF,ZON,0,45,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,"Fine grained, opaque-white 0.2-2 cm wide, deformed qtz-cb veins across interval.   Larger (~2cm) qtz>cb veins occur 45 degrees TCA.  Cb>Qtz veins commonly intensely defomed, sheared, transposed.",0,Unknown,2017-11-18
GCL,KAD17-004,58.4,65.5,6,QZ,5,STR,DEF,ZON,,45,FALSE,QZ,1,,IDV,DEF,MAS,,,FALSE,,,,,,,,FALSE,"~5% half cm scale, light grey-white recrystallized quartz veining parallel to fabric.  Commonly deformed and boudinaged.  Less common (<1%) opaque milky white qtz veins (also deformed - some wallrock selvedges within vein)",0,Unknown,2017-11-18
GCL,KAD17-004,65.5,71.25,1,QC,1,STW,DEF,BAD,0,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,"Highly deformed, sheared, discontinuous milky white vein fragments throughout interval.  Sigmoidal rotated vein clasts/lithons noted.",0,Unknown,2017-11-18
GCL,KAD17-004,71.25,80.28,10,QC,10,STW,DEF,BAD,,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,"Zone of discontinuous, deformed, sheared qtz-cb veins/boudins.  Commonly parallel to fabric, less common cross cutting.",0,Unknown,2017-11-18
GCL,KAD17-004,80.28,92.85,2,QC,2,STW,DEF,BAD,,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,"Generally sub cm milky-pearly white sheared/deformed qtz+-cb veins.  Veins are broken, dislocated, brecciated, sigmoidal.  Wallrock inclusions and alteration noted within veins.  Some veins appear to be multistage.  89.85-90.5 comprises ~0.5 m of milky wh",0,Unknown,2017-11-18
GCL,KAD17-004,92.85,108,1,QZ,1,STR,BUD,MAS,0,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,"~1 to 2% sheared and deformed qtz veins/boudins (~1 per metre, sub cm width).  Veins appear partially recrystallized.",0,Unknown,2017-11-18
GCL,KAD17-004,108,109,0,NONE,0,,,,,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,No significant veining.  (Interval was originally 108-108.58 - changed to match samples),0,Unknown,2017-11-18
GCL,KAD17-004,109,110,80,QZ,80,IDV,DEF,BAD,,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,Highly deformed interval of milky grey-white qtz veining with common wall rock inclusions/fragments.  (Interval was originally 108.58 - 110.2 changed to match samples),0,Unknown,2017-11-18
GCL,KAD17-004,110,115,1,QZ,1,STW,DEF,BAD,,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,Irregular 0.5-1 cm wide highly deformed qtz veins throughout interval.  Generally x-cut rock fabric but contain internal brecciation/recrystallization.  Some veins parallel/within foliation,0,Unknown,2017-11-18
GCL,KAD17-004,115,117,0,NONE,0,,,,,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,No significant veining,0,Unknown,2017-11-18
GCL,KAD17-004,117,121,2,QZ,2,STW,SH,MAS,,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,Deformed sub cm to cm scale translucent qtz veins within shear zone.  Variably deformed/transposed.  (SR: Interval was orig logged as 117-121.2 but changed to match samples),0,Unknown,2017-11-18
GCL,KAD17-004,121,133.1,1,QZ,1,STW,DEF,BAD,,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,sub cm boudinaged translucent qtz veins generally sub parallel to rock fabric.  Multiple veins per metre.Rare (<1 per 3 metres) >10cm translucent qt veins - sheared containing wispy chlorite+-fuchsite.  (SR: Interval was orig logged as 121.2-133.1 but cha,0,Unknown,2017-11-18
GCL,KAD17-004,133.1,134.6,2,QC,2,STW,DEF,ZON,,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,Thin qtz-cb veinlet forming stockwork within cb-fuch altered UM,0,Unknown,2017-11-18
GCL,KAD17-004,134.6,146.02,2,QC,2,STW,BUD,ZON,,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,"Stope containing mixed rock units: intensely altered mafic? & emerald green cb-fuchsite altered UM.  Both rock types x-cut by thin (mm scale) qtz-cb stockworks.  Mafic rock also comprises boudinages, sygmoidal translucent white qtz veining.",0,Unknown,2017-11-18
GCL,KAD17-004,146.02,146.75,2,QC,2,STW,DEF,ZON,,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,"Thin, 5-10mm qtz-cb vein stockwork occuring through fu-cb altered UM.  One prevalent vein set 45 degrees TCA",0,Unknown,2017-11-18
GCL,KAD17-004,146.75,149.15,1,QC,1,STW,DEF,ZON,,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,Stockwork of mm scale qtz-cb veinlets within mixed fill.,0,Unknown,2017-11-18
GCL,KAD17-004,149.15,152.59,10,QZ,10,STW,DEF,ZON,0.1,,TRUE,,,,,,,,,FALSE,,,,,,,,FALSE,"10% Grey-white deformed cm scale qtz+/-cb veins across interval.  Prominent sets noted ~15 deg TCA, 45 deg TCA.  Thin mm scale qtz veinlets form interconnected stocwork/network.  2 small occurrences of pinhead sized visible gold noted at 151.55m within 2c",0,Unknown,2017-11-18
GCL,KAD17-004,152.59,156,2,QC,2,STW,DEF,ZON,,,FALSE,,,,,,,,,FALSE,,,,,,,,FALSE,mm up to 1cm qtz-cb stockwork preferentially within UM rocks within interval.,0,Unknown,2017-11-18
